source_crop,crop_type,crop_status,hobli,taluk,village,lat,lon,year,season,survey_date,distance_km,spatial_status,temporal_status,tabular_matched,tabular_level,satellite_status,ndvi_available,evi_available,is_duplicate,valid_cropfusion_sample,rejection_reasons,annual_rainfall_mm,dewpoint_c,elevation,evi,is_cropland,kharif_evi,kharif_ndvi,kharif_ndwi,land_cover_class,ndre,ndvi,ndwi,rabi_evi,rabi_ndvi,rabi_ndwi,relative_humidity_pct,s2_obs_count,savi,slope,soil_clay_pct,soil_moisture,soil_organic_carbon,soil_ph,soil_sand_pct,soil_type_class,temperature_c,env_match_distance_m,env_match_year,env_dk_index,env_match_method,env_match_confidence,env_season_for_features,env_support,_match_key
Pepper (Black),pepper,alias,KOKKADA,Belthangady,DHARMASTHALA,12.9765135,75.3595985,2020,Kharif,2020-09-28,0.1748,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3955.991740822792,21.42865028018906,106.00865071437492,1.9781757568267813,0,2.5439217112786325,0.706261179586254,-0.6470342252391907,10,0.4176392913972826,0.6524571777233721,-0.6265890400964741,2.2516607599280754,0.7084718670258303,-0.6558136340798607,78.71059720227615,26.0,0.9785394308971304,3.5974532590074486,280.8203040754931,0.29688334,230.7060279150485,56.635505487790105,479.62078267077624,220,25.396166203527226,174.88,2020,56647_0,knn_idw,HIGH,Kharif,1.0,12.9765135|75.3595985|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8559352,75.2831002,2020,Kharif,2020-08-20,0.1916,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4292.738116953522,21.9099062929302,83.36703743030444,2.839414015682663,0,2.5839534297452253,0.7932820499432085,-0.7033492876568205,10,0.539885294587585,0.7739368972301266,-0.6871073622351649,2.726499251159568,0.7918199456110018,-0.6958879920234459,78.6466020036803,27.0,1.1607209274033072,9.707162399602048,321.2216433436415,0.29794740000000003,412.3648974724515,56.0,478.8768875673548,340,25.90571731936041,191.66,2020,59712_0,knn_idw,HIGH,Kharif,1.0,12.8559352|75.2831002|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,ILANTILA,12.85602,75.2831767,2020,Kharif,2020-08-20,0.202,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4292.738116953521,21.909906292930195,83.68889897109649,2.831781518589265,0,2.584340038995001,0.7928059484520017,-0.7028443667189325,10,0.5391098973272218,0.7730134014897609,-0.6864096024550222,2.7222161020931877,0.7911352717525535,-0.6955582851874433,78.6466020036803,26.999999999999993,1.159335912207831,9.641427943765688,321.2172072018806,0.2979473999999999,412.65005889048246,56.0,478.303084439448,340,25.905717319360406,201.96,2020,59712_0,knn_idw,HIGH,Kharif,1.0,12.85602|75.2831767|2020|Kharif|pepper
Pepper (Black),pepper,alias,KOKKADA,Belthangady,HATYADKA,12.8894957,75.4721187,2020,Kharif,2020-08-24,0.1993,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3833.0572080444554,20.76719803830161,146.71496426472663,2.3922062140681044,0,2.752638495634071,0.7818254512808667,-0.6938287878163194,10,0.55781240348798,0.7883024282136828,-0.7203601070885117,2.4845491004576252,0.7949219222044447,-0.7131007116450575,77.70836483409298,26.999999999999996,1.1822781527478263,5.9088163488967895,298.14599743048814,0.33820005999999997,337.61088158283184,56.0,503.913154772863,378,24.92939444866937,199.35,2020,52269_0,knn_idw,HIGH,Kharif,1.0,12.8894957|75.4721187|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,HATYADKA,12.882062,75.4618998,2020,Kharif,2020-09-07,0.1579,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3833.0572080444554,20.767198038301608,148.59475580704188,2.101013526523925,0,2.6093798207501733,0.7867214612378144,-0.7034937441514888,10,0.4940502478067051,0.7115836639037665,-0.6703985659633035,2.2572517179191878,0.7756844613147215,-0.7099752276955753,77.70836483409298,27.0,1.0671996472329477,7.030173209281658,296.53931166987536,0.33820006,284.96486281856096,56.42130648693264,502.81251748538523,31,24.92939444866937,157.85,2020,23751_0,knn_idw,HIGH,Kharif,1.0,12.882062|75.4618998|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,HATYADKA,12.8818144,75.4618839,2020,Kharif,2020-09-07,0.1313,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3833.057208044456,20.76719803830161,146.84725581964855,1.83942128368848,0,2.418708257360261,0.7639054580916563,-0.6944584440214517,10,0.46876355625769817,0.6728825317156139,-0.6507113677330746,2.0551043585399156,0.7463763729629298,-0.6940126938681048,77.70836483409299,27.0,1.0091613777400321,7.2804874923218454,294.60230625694084,0.33820006,283.94804047624314,56.634808831669964,504.58499346621034,31,24.92939444866937,131.33,2020,23751_0,knn_idw,HIGH,Kharif,1.0,12.8818144|75.4618839|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.85387,75.2860978,2020,Kharif,2020-08-21,0.2592,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4292.738116953522,21.9099062929302,68.0934202808576,2.9379732862392802,0,2.632940403586129,0.8196336491500471,-0.7237183436816056,10,0.5771921088299196,0.8049618063320315,-0.7021384670948811,2.717435170186342,0.8066760954516289,-0.700344736369684,78.6466020036803,27.0,1.207256065762593,7.551740812588551,306.0496398188035,0.2979473999999999,382.730909223121,56.35359609943971,456.2892441275812,260,25.905717319360406,259.22,2020,26689_0,knn_idw,MEDIUM,Kharif,1.0,12.85387|75.2860978|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,ILANTILA,12.85387,75.2860991,2020,Kharif,2020-08-21,0.2591,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4292.73811695352,21.9099062929302,68.09128914835388,2.9379072891189684,0,2.632938733289638,0.8196401959469409,-0.7237217103761104,10,0.5771997434953747,0.8049656764930712,-0.7021369695230507,2.717360450642536,0.8066734533818266,-0.7003404130873884,78.64660200368029,26.999999999999996,1.2072618739817713,7.550401879954078,306.04560239509294,0.2979473999999999,382.7252079406291,56.35380953100156,456.28082396111023,260,25.905717319360406,259.08,2020,26689_0,knn_idw,MEDIUM,Kharif,1.0,12.85387|75.2860991|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,HATYADKA,12.8894695,75.4721558,2020,Kharif,2020-08-24,0.2017,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3833.057208044456,20.76719803830161,146.79890395628567,2.388560366659192,0,2.7493728128345403,0.7819989817275981,-0.6938954253697245,10,0.5571334801616495,0.7877184700889479,-0.7201054768630883,2.4827646930262226,0.7948394538333561,-0.713033320037401,77.70836483409299,27.0,1.181402304715045,5.964262863975859,298.19779184058285,0.33820006,337.3018800829711,56.00000000000001,503.8308088223306,378,24.929394448669377,201.81,2020,52269_0,knn_idw,HIGH,Kharif,1.0,12.8894695|75.4721558|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,HATYADKA,12.8786641,75.4362673,2020,Kharif,2020-09-10,0.0152,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3984.6611286904663,21.860300601463333,127.95021497820105,1.5560682568165618,0,1.5984542865872042,0.6069389866587954,-0.5909038853019865,10,0.35701300691620885,0.5699603725822044,-0.5695328552605177,1.7302319079212956,0.6336441143642831,-0.6056562745496005,77.99178297946688,27.0,0.854792535334648,5.275855187451974,292.9677845511078,0.33820006,275.9759012980362,56.01202184849242,501.0609343982219,31,25.99580626382436,15.18,2020,65127_0,knn_idw,HIGH,Kharif,1.0,12.8786641|75.4362673|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8434883,75.2567283,2020,Kharif,2020-10-03,0.2602,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4249.057311128825,21.683885998752032,48.45212755905578,2.485617653373061,0,2.127348771281431,0.6881631809201999,-0.6146146067567825,10,0.39017488131819106,0.6081754094938217,-0.5669168107658896,1.955491368285281,0.6492899515272029,-0.6060778449353424,77.34892141256981,26.999999999999996,0.9121307126131244,4.300813735603798,336.89323012473545,0.2979473999999999,399.42203777169533,58.262715150783144,419.0905908404396,262,25.95358080324115,260.28,2020,49382_0,knn_idw,MEDIUM,Kharif,1.0,12.8434883|75.2567283|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,CHIBIDRE,13.0393662,75.3969612,2020,Kharif,2020-09-28,0.073,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4058.7126186490063,21.428650280189068,118.60925073452492,2.5336732236479333,0,2.8829594395448295,0.7418118103308823,-0.6475878059228364,10,0.5629512911760811,0.7977756349484126,-0.7042652201733509,2.6201353286890905,0.7771728357621916,-0.6641836668224802,78.71059720227616,26.000000000000007,1.1964966566097646,5.258733152982138,282.79623682612305,0.28127170000000007,284.48828520836923,56.92773181800284,484.4751006440555,375,25.396166203527233,72.97,2020,6226_0,knn_idw,HIGH,Kharif,1.0,13.0393662|75.3969612|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,HATYADKA,12.871275,75.457855,2020,Kharif,2020-09-23,0.2196,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3833.0572080444563,20.76719803830162,147.0959679006413,1.9238645951988118,0,2.6184779510456297,0.813458483110944,-0.7186435803922113,10,0.48696007122612317,0.6765921746029918,-0.6516096926902317,2.034785795034444,0.680586873331116,-0.6492148702178676,77.70836483409299,27.000000000000007,1.014728300788717,7.890447586464323,281.57728134051945,0.33820006000000014,271.6728944004529,57.00000000000001,517.1788624645981,378,24.92939444866937,219.58,2020,478_0,knn_idw,HIGH,Kharif,1.0,12.871275|75.457855|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,HATYADKA,12.872182,75.4577223,2020,Kharif,2020-09-23,0.2402,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3833.057208044455,20.767198038301608,140.26080673804702,2.0891620228602097,0,2.625353515796238,0.812880728240543,-0.7170533629229947,10,0.5131168240052824,0.7118444186313524,-0.6725296692000758,2.034738198899408,0.684609108072226,-0.6538539724564334,77.70836483409299,27.0,1.0676003744000655,6.926070087935217,279.0000266237867,0.33820006,273.55053709840183,56.99999999999999,515.0040854374723,220,24.92939444866937,240.16,2020,478_0,knn_idw,HIGH,Kharif,1.0,12.872182|75.4577223|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8447075,75.2600752,2020,Kharif,2020-08-22,0.1902,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4249.057311128824,21.683885998752036,57.728334820027,1.8636894936638522,0,2.012374465968975,0.6868635612622155,-0.6311994123214564,10,0.4368988204132086,0.6425921734467401,-0.6077331445700399,2.0123921989048843,0.6740910880510993,-0.6201731356136063,77.3489214125698,27.0,0.9637486786632582,3.5113865476325774,315.66061404775076,0.2979474,352.99334585096017,56.71818256697663,430.4242324403115,390,25.953580803241152,190.25,2020,20272_0,knn_idw,HIGH,Kharif,1.0,12.8447075|75.2600752|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,CHIBIDRE,13.0393365,75.396905,2020,Kharif,2020-09-28,0.0733,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4058.7126186490054,21.42865028018906,119.11197688562137,2.4617121626724554,0,2.7997080358759314,0.7345962828160669,-0.6446373424926445,10,0.5504303260354575,0.7807976027150625,-0.6946022769844452,2.573800363581757,0.7662319024966631,-0.6592819322896254,78.71059720227615,26.0,1.171033221542015,5.3401294242895645,282.7959744281954,0.2812717,284.1041965160277,56.923405836723,485.8083183316126,375,25.396166203527233,73.38,2020,6226_0,knn_idw,HIGH,Kharif,1.0,13.0393365|75.396905|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,ILANTILA,12.8543425,75.2794981,2020,Kharif,2020-08-23,0.0867,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4292.738116953522,21.9099062929302,72.67273731502232,2.2686788789880494,0,2.572341720621798,0.7702263191839577,-0.6898575555660776,10,0.5018764247598076,0.718946572873267,-0.6594030396307274,2.5305390101783347,0.77281008053293,-0.6848771279747775,78.6466020036803,26.999999999999996,1.0782533511712173,8.253639602193568,326.45641047897664,0.2979474,398.84618076826155,55.99999999999999,481.9782949182982,340,25.905717319360413,86.72,2020,24049_0,knn_idw,HIGH,Kharif,1.0,12.8543425|75.2794981|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8554256,75.2804122,2020,Kharif,2020-08-23,0.1176,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4292.738116953522,21.9099062929302,90.04022852393283,2.4304550978138,0,2.4307807032188045,0.7692673621406135,-0.6871189739522574,10,0.500008913648395,0.7322674145096297,-0.6630203370237119,2.4871761250694098,0.7701490215667669,-0.6843992116172314,78.64660200368029,27.000000000000004,1.0982299710691619,8.062421482640085,325.1104737785186,0.2979474,426.0680398417277,56.00000000000002,478.98325419792354,340,25.905717319360416,117.65,2020,64268_0,knn_idw,HIGH,Kharif,1.0,12.8554256|75.2804122|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8489662,75.2681814,2020,Kharif,2020-10-04,0.1366,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4255.514994366944,21.717300388382274,67.70889543980212,1.4554088517183752,0,1.752501075137984,0.604867251468315,-0.5984565455957679,10,0.35828718834498396,0.5283643560824415,-0.5437516581661538,1.228072857719154,0.48390934569936656,-0.5332724142506097,77.54076792371885,27.000000000000004,0.7924264705617792,6.4783678163447105,306.37824815528705,0.29794740000000003,401.280776017955,56.188620754704296,434.29558119941026,262,25.946504761219057,136.6,2020,70717_0,knn_idw,HIGH,Kharif,1.0,12.8489662|75.2681814|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8574433,75.2884367,2020,Kharif,2020-08-24,0.1493,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4292.738116953522,21.9099062929302,79.19372143552029,2.521163759716794,0,2.4452293971972514,0.7797439847729819,-0.6991385857634335,10,0.518880296391974,0.733040949871552,-0.6691697950575188,2.3712319053135444,0.7484106706908348,-0.6768859465616108,78.6466020036803,27.0,1.09938824163603,8.023644600705177,309.844367951178,0.2979474,394.15430232034134,55.93613800219065,436.9150320617951,260,25.905717319360406,149.31,2020,11430_0,knn_idw,HIGH,Kharif,1.0,12.8574433|75.2884367|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,ILANTILA,12.8573139,75.2883139,2020,Kharif,2020-08-24,0.1307,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4292.738116953522,21.9099062929302,77.74697490386171,2.602395852340682,0,2.4787260274587157,0.7854275638994909,-0.7020482201619134,10,0.526649405217809,0.7424622383528088,-0.6725704141091835,2.4174548981379824,0.7566200041219006,-0.6800283425689685,78.6466020036803,27.0,1.113517990777303,8.40953009611778,310.3845779403092,0.29794740000000003,391.3375914562868,55.971686827195576,436.58134721982515,260,25.905717319360413,130.71,2020,11430_0,knn_idw,HIGH,Kharif,1.0,12.8573139|75.2883139|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,BARYA,13.0414267,75.413235,2020,Kharif,2020-10-11,0.0949,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3888.7601756360386,21.428650280189064,131.1642573637314,1.6485895354388462,0,2.170862130789844,0.7125828086947599,-0.6377092376789807,10,0.4050667890349247,0.61738666521456,-0.6147214035643396,1.6231890876080162,0.6300663537956956,-0.6270344920487327,78.71059720227616,26.000000000000004,0.9259348457990054,6.463261004817234,265.00000000000006,0.28109015660562475,225.61705584301163,59.00000000000001,488.00000000000006,220,25.396166203527233,94.88,2020,48511_0,knn_idw,HIGH,Kharif,1.0,13.0414267|75.413235|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8387133,75.26457,2020,Kharif,2020-08-26,0.1794,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4249.057311128825,21.683885998752036,41.76144920031028,2.573368501204397,0,2.6095520163455266,0.7687477779856672,-0.6721313470654476,10,0.47626980381927525,0.7263660555560161,-0.643520018550247,2.6454141250806287,0.7578788707343858,-0.6748485377128988,77.3489214125698,27.0,1.089368854923064,1.6062632514541608,326.95307502637814,0.2979474,374.73575212166116,57.05889410246627,418.9105317229977,262,25.953580803241152,179.35,2020,300_0,knn_idw,HIGH,Kharif,1.0,12.8387133|75.26457|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,HATYADKA,12.860053,75.4435119,2020,Kharif,2020-09-24,0.2349,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3984.6611286904663,21.86030060146334,141.72539838172128,2.6584146469289087,0,2.6442536701878927,0.8163374438989112,-0.7222027505033219,10,0.5460286725142065,0.7755446618615011,-0.6988479883255175,2.7310204356412364,0.7944001838730255,-0.7030918409727623,77.9917829794669,27.000000000000007,1.1631259081580232,7.807132020669852,292.7806835655704,0.33820006,298.24612205895716,56.67867622667153,505.5916438772076,146,25.995806263824363,234.85,2020,6361_0,knn_idw,HIGH,Kharif,1.0,12.860053|75.4435119|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,HATYADKA,12.8601786,75.4434898,2020,Kharif,2020-09-24,0.2235,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3984.661128690466,21.86030060146334,141.28968589770645,2.6591881321338,0,2.6450541001166656,0.816907391163772,-0.7223855308039134,10,0.5455756302665186,0.7752912959213394,-0.6986828323875816,2.7343259059814264,0.7942065497222858,-0.7029031175615197,77.99178297946689,27.000000000000004,1.162745835153419,7.8590695675443465,292.8299604994281,0.33820006,298.5745077064271,56.70404974609081,505.5289451311498,146,25.995806263824367,223.54,2020,6361_0,knn_idw,HIGH,Kharif,1.0,12.8601786|75.4434898|2020|Kharif|pepper
Pepper (Black),pepper,alias,KOKKADA,Belthangady,ILANTILA,12.84894,75.26782,2020,Kharif,2020-08-26,0.1076,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4253.731825296814,21.708073626416898,66.9220087312058,1.3403622677778195,0,1.6424927447219615,0.5808611067581394,-0.5868483057442654,10,0.34285728738388954,0.5001826431132422,-0.52684412458547,1.1097396266348034,0.4549399850073249,-0.5159348667785633,77.48779307929263,26.999999999999993,0.7501596049098407,6.927188198446545,306.50128805286437,0.2979474,405.993084122229,56.192849135801964,432.82516294300484,262,25.948458678561764,107.61,2020,70717_0,knn_idw,HIGH,Kharif,1.0,12.84894|75.26782|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,HATYADKA,12.8814696,75.4704967,2020,Kharif,2020-08-25,0.0637,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3833.0572080444554,20.767198038301608,145.35580441049615,2.859228433603697,0,2.6705306907083943,0.8287816803269875,-0.7291682705664043,10,0.5757949504542558,0.8199607109503481,-0.7283187450590083,2.579612356990881,0.8294724518269697,-0.7370877729518917,77.70836483409299,26.999999999999993,1.2297323408079648,3.2381389426075646,303.75894872039777,0.33820005999999997,286.31982747563234,55.99999999999999,488.49712832661294,220,24.929394448669367,63.77,2020,54405_0,knn_idw,HIGH,Kharif,1.0,12.8814696|75.4704967|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,HATYADKA,12.8814619,75.4705163,2020,Kharif,2020-08-25,0.0651,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3833.057208044456,20.76719803830161,145.47862440913843,2.8577297799829933,0,2.6695688440102683,0.8286071567479446,-0.728985590123347,10,0.5755015855908756,0.8196514534647873,-0.7280917729199295,2.5796095573794102,0.8293168686510677,-0.7369160357354643,77.708364834093,26.999999999999996,1.2292684855496636,3.270042567944119,303.74960283984166,0.33820006,286.38223085605074,55.99999999999999,488.5241335004991,220,24.92939444866937,65.1,2020,54405_0,knn_idw,HIGH,Kharif,1.0,12.8814619|75.4705163|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8489835,75.2625483,2020,Kharif,2020-09-26,0.3098,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4258.315228926515,21.73178981519052,62.069246097253284,2.0487163180667713,0,2.3274618753304925,0.7455956228484133,-0.666441545313808,10,0.4561237874415424,0.6871969048121146,-0.6374317307642045,2.1657316260779838,0.6996358315338778,-0.6454189169492117,77.62395801075837,27.000000000000004,1.0306440073770413,4.006394444961112,305.97421917795407,0.2979474,354.29602418890016,56.23560035841337,438.49273109661806,390,25.943436388757195,309.83,2020,27447_0,knn_idw,MEDIUM,Kharif,1.0,12.8489835|75.2625483|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8441217,75.2325417,2020,Kharif,2020-08-27,0.1301,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4352.3255222756425,21.945991187061683,59.28048855238025,1.06659324659148,0,1.6953997618373713,0.6212552027190131,-0.5916148402664583,10,0.32830357784976716,0.4031092177202685,-0.4538482091619337,1.2827959295610718,0.4675113652443828,-0.5061289038412716,77.31479708214367,27.000000000000004,0.6045881312314447,7.473429498002423,334.2145118826502,0.2979474,375.639263415613,57.000000000000014,416.4698216585539,390,26.231682511412888,130.08,2020,69460_0,knn_idw,HIGH,Kharif,1.0,12.8441217|75.2325417|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,ILANTILA,12.8564361,75.2790963,2020,Kharif,2020-08-28,0.0645,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4292.738116953521,21.9099062929302,99.65588925758372,1.665102114618322,0,2.0205238447031015,0.699909005852313,-0.650155099336381,10,0.3829484436973127,0.6032030330839362,-0.6012836821598718,2.0059855715702355,0.6789722429966034,-0.6418149910901255,78.6466020036803,27.0,0.904657872008685,5.521163970527919,326.201250340667,0.2979474,417.61598396789446,56.02813247079144,475.7430103802159,340,25.90571731936041,64.47,2020,53587_0,knn_idw,HIGH,Kharif,1.0,12.8564361|75.2790963|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,HATYADKA,12.8722311,75.4576865,2020,Kharif,2020-09-25,0.2376,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3833.057208044455,20.767198038301608,139.79522063706452,2.1022099030429184,0,2.622681230982862,0.8130876144139894,-0.7170767463938896,10,0.5148124229906739,0.714737895878955,-0.6739405383912449,2.0519319732083403,0.6886109465374451,-0.6559831159670153,77.70836483409299,27.0,1.0719402427551605,6.886971324862553,278.87648283420526,0.33820006,273.7367073656416,57.0,514.9472299653164,220,24.929394448669374,237.6,2020,59012_0,knn_idw,HIGH,Kharif,1.0,12.8722311|75.4576865|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,HATYADKA,12.8614332,75.4430671,2020,Kharif,2020-09-30,0.1203,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3984.6611286904645,21.860300601463337,137.16176088793725,2.5846570940481732,0,2.6718755323146413,0.819974144854122,-0.7213351855348876,10,0.5396166313133173,0.7636810860345188,-0.6933705033023163,2.749788632692245,0.7876921763225258,-0.696262685886264,77.99178297946688,26.999999999999996,1.1453365158538498,8.42056036705373,292.6899766094784,0.33820005999999997,300.1398596568704,57.0,504.45745906658715,146,25.995806263824367,120.31,2020,6361_0,knn_idw,HIGH,Kharif,1.0,12.8614332|75.4430671|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8469302,75.2671013,2020,Kharif,2020-08-28,0.1573,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4251.815501349887,21.6981578729401,67.71436903402804,1.9698781892527963,0,2.323019158673875,0.7224717388145713,-0.647723907561092,10,0.3880735829668644,0.6561835288765895,-0.5997329469625698,1.0729597461728446,0.4623367069103295,-0.5468611266356844,77.43086243560924,26.999999999999996,0.9841223655397462,6.866456596540799,305.3787652918298,0.2979473999999999,367.5872239903676,56.69609376527402,437.47010164329225,19,25.950558501095088,157.33,2020,56180_0,knn_idw,HIGH,Kharif,1.0,12.8469302|75.2671013|2020|Kharif|coconut
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8489619,75.2817493,2020,Kharif,2020-08-29,0.0496,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4252.77379781856,21.703116445605367,45.29462641230785,2.7854466702474974,0,2.8458136760263635,0.819174680381825,-0.7194689624427548,10,0.5867051895041707,0.7931554775290574,-0.7030986256438425,2.5079024412769755,0.7981909886052003,-0.7086144038434711,77.45933175306908,27.0,1.1895635450271431,6.391598022225105,321.687287992414,0.2979474,399.66413423471835,56.889188232021745,440.88007495762514,260,25.949508442454558,49.64,2020,33159_0,knn_idw,HIGH,Kharif,1.0,12.8489619|75.2817493|2020|Kharif|coconut
Pepper (Black),pepper,alias,KOKKADA,Belthangady,ILANTILA,12.8489039,75.2818095,2020,Kharif,2020-08-29,0.0548,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4252.619144469414,21.702316213219337,45.44547691779257,2.7537850461243276,0,2.8232852654860348,0.8165545410013797,-0.717515048308059,10,0.5820916545991448,0.7876740402286294,-0.6999430832706734,2.4899131771380056,0.7936506486388027,-0.7060819916825628,77.45473727167743,27.0,1.1813424213263746,6.289004661206831,321.9126942301173,0.2979473999999999,399.2952128359882,56.85720830531835,441.2663069757459,260,25.949677904714797,54.9,2020,33159_0,knn_idw,HIGH,Kharif,1.0,12.8489039|75.2818095|2020|Kharif|pepper
Pepper (Black),pepper,alias,KOKKADA,Belthangady,HATYADKA,12.8616339,75.4420964,2020,Kharif,2020-09-30,0.0187,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],3984.6611286904654,21.860300601463337,136.1017626470238,2.4424640070220236,0,2.4830723859236543,0.8057489872678686,-0.7028004838571551,10,0.511429120169392,0.7517549603710407,-0.6836790694946128,2.7361212076000987,0.7816451059351676,-0.6844202559438524,77.99178297946688,27.000000000000004,1.1274433772379882,6.954343609563317,292.99988926288756,0.33820005999999997,301.8916630837167,56.99585875024582,504.97806464884377,146,25.99580626382436,18.74,2020,6361_0,knn_idw,HIGH,Kharif,1.0,12.8616339|75.4420964|2020|Kharif|pepper
Coconut,coconut,exact,KOKKADA,Belthangady,ILANTILA,12.8505177,75.2324333,2020,Kharif,2020-10-05,0.3164,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[],4382.138725573179,21.826191632732197,77.45235200813495,1.8685292363063934,0,2.2956320936784307,0.7581338604646748,-0.6868012790752508,10,0.48671823627294136,0.6575401927986328,-0.6407504420240641,2.2622363101610174,0.7207142474454676,-0.6652781664463454,77.63543411499755,27.000000000000007,0.986173033313631,4.591713981873491,327.26324464653976,0.2979474,363.34654630456157,56.38087682223217,416.16624023085404,262,26.038146988859186,316.39,2020,31642_0,knn_idw,MEDIUM,Kharif,1.0,12.8505177|75.2324333|2020|Kharif|coconut
